log_id,machine_id,operator_id,timestamp,engine_hours,rpm,hydraulic_pressure,fuel_level,fuel_used_l,idle_time_min,active_time_min,speed_kph,tilt_angle,temperature_c,seatbelt,proximity_alert,fault_codes,weather,soil_type,shift
1004,EXC005,OP010,2024-01-21 21:30:00,5990.8,1419,134.4,7.5,1.03,46,18,4.4,1.8,57.0,fastened,0,NONE,windy,rock,day
1005,EXC001,OP008,2024-01-21 22:00:00,767.4,1988,113.4,78.7,4.91,89,26,0.7,2.2,94.9,fastened,0,NONE,cloudy,clay,night
1006,EXC005,OP004,2024-01-21 22:30:00,6217.9,1712,209.7,71.7,2.78,42,36,15.0,21.1,87.2,fastened,0,NONE,cloudy,sand,day
1007,EXC005,OP006,2024-01-21 23:00:00,4760.9,2017,244.2,56.8,6.24,71,54,15.7,17.3,98.4,fastened,0,NONE,rainy,sand,day
1008,EXC003,OP005,2024-01-21 23:30:00,974.9,617,287.9,82.5,14.7,83,107,17.6,5.4,61.8,fastened,1,P0100,windy,clay,night
1009,EXC004,OP007,2024-01-22 00:00:00,728.1,614,272.2,84.8,3.13,72,23,17.3,11.6,37.6,fastened,0,NONE,sunny,loam,day
1010,EXC003,OP009,2024-01-22 00:30:00,6031.6,835,288.6,60.9,5.12,79,73,11.4,15.7,38.9,fastened,1,P0100,cloudy,rock,night
1011,EXC002,OP004,2024-01-22 01:00:00,2414.2,2352,267.2,96.8,11.01,20,48,16.1,7.8,87.2,fastened,0,P0562,windy,clay,night
1012,EXC004,OP006,2024-01-22 01:30:00,7125.5,2391,254.7,73.4,7.88,27,15,8.1,9.7,94.7,fastened,0,NONE,sunny,loam,night
1013,EXC002,OP001,2024-01-22 02:00:00,6120.4,708,308.5196687624551,69.3,1.14,80,78,14.2,15.8,64.3,fastened,0,P0562,cloudy,rock,night
1014,EXC002,OP008,2024-01-22 02:30:00,5615.7,1340,237.7,39.3,2.84,43,87,17.2,5.0,34.5,fastened,0,NONE,rainy,rock,night
1015,EXC003,OP005,2024-01-22 03:00:00,2301.0,2148,126.5,5.2,14.06,44,115,14.3,11.6,35.0,fastened,0,NONE,sunny,loam,night
1016,EXC005,OP005,2024-01-22 03:30:00,5700.7,937,112.9,27.9,2.0,0,65,7.5,4.6,74.9,fastened,0,P0562,windy,sand,night
1017,EXC002,OP006,2024-01-22 04:00:00,7590.4,1292,134.4,77.6,9.71,80,45,6.8,0.1,98.9,fastened,0,P0100,cloudy,sand,night
1018,EXC003,OP003,2024-01-22 04:30:00,823.3,782,281.1,72.4,11.99,82,103,5.2,15.2,60.0,fastened,0,NONE,windy,rock,day
1019,EXC001,OP006,2024-01-22 05:00:00,2676.7,823,263.6,36.4,4.35,54,37,6.6,15.6,78.8,fastened,0,NONE,cloudy,loam,day
1020,EXC001,OP008,2024-01-22 05:30:00,1953.9,1178,308.7,64.4,11.01,27,85,14.8,21.9,70.7,fastened,0,NONE,cloudy,loam,day
1021,EXC001,OP004,2024-01-22 06:00:00,3206.7,1953,315.4,23.6,2.96,74,113,12.6,4.0,96.7,unfastened,0,P0562,windy,loam,night
1022,EXC001,OP002,2024-01-22 06:30:00,5964.4,1660,296.5,30.0,4.63,24,10,4.5,16.3,92.4,fastened,0,NONE,windy,loam,night
1023,EXC005,OP004,2024-01-22 07:00:00,3846.5,832,129.2,95.0,5.02,87,111,12.8,20.9,45.0,fastened,1,NONE,rainy,clay,night
1024,EXC005,OP002,2024-01-22 07:30:00,4608.8,691,293.2,44.3,14.95,61,32,6.8,14.2,80.8,fastened,1,NONE,cloudy,sand,night
1025,EXC005,OP004,2024-01-22 08:00:00,2581.8,625,284.5,28.3,3.61,75,62,10.0,21.2,93.6,fastened,0,NONE,windy,sand,day
1026,EXC001,OP007,2024-01-22 08:30:00,1216.2,2179,291.6,51.3,2.37,52,38,6.7,21.9,99.8,fastened,0,NONE,rainy,sand,night
1027,EXC001,OP002,2024-01-22 09:00:00,2208.8,2354,133.4,41.8,13.92,15,25,9.4,17.6,74.2,fastened,0,NONE,windy,loam,day
1028,EXC002,OP008,2024-01-22 09:30:00,6891.5,819,125.7,74.3,2.85,11,87,13.1,22.0,43.2,fastened,0,NONE,cloudy,sand,night
1029,EXC003,OP003,2024-01-22 10:00:00,4859.1,1664,303.2,96.4,13.25,86,63,13.2,13.8,71.9,fastened,0,NONE,sunny,loam,day
1030,EXC002,OP009,2024-01-22 10:30:00,3086.1,805,138.2,61.2,9.93,23,66,13.6,10.9,79.9,fastened,0,NONE,sunny,loam,day
1031,EXC003,OP008,2024-01-22 11:00:00,6340.3,2205,181.1,61.2,8.86,61,63,7.0,20.2,50.4,fastened,0,NONE,rainy,sand,day
1032,EXC001,OP003,2024-01-22 11:30:00,609.2,1140,200.3,39.7,11.39,31,92,12.4,18.3,103.0,fastened,0,NONE,cloudy,clay,day
1033,EXC004,OP006,2024-01-22 12:00:00,2105.7,1763,127.4,58.6,11.03,44,116,4.3,2.4,47.2,fastened,1,NONE,windy,rock,day
1034,EXC002,OP002,2024-01-22 12:30:00,1917.8,1376,305.31904475282533,35.3,2.1,88,66,8.6,6.7,98.4,fastened,0,NONE,windy,loam,day
1035,EXC001,OP001,2024-01-22 13:00:00,7884.4,2156,299.21042052333087,5.1,14.99,53,27,10.5,5.7,61.9,fastened,0,NONE,sunny,sand,night
1036,EXC004,OP010,2024-01-22 13:30:00,5678.2,1137,292.9,87.3,14.16,38,46,12.4,18.8,30.0,fastened,0,NONE,windy,clay,night
1037,EXC005,OP009,2024-01-22 14:00:00,4980.5,1711,300.7,45.8,13.5,37,64,16.4,5.1,70.7,fastened,0,NONE,rainy,rock,day
1038,EXC001,OP002,2024-01-22 14:30:00,139.4,1973,162.6,51.7,9.52,20,21,5.5,6.7,77.1,fastened,1,P0100,cloudy,loam,night
1039,EXC003,OP003,2024-01-22 15:00:00,1556.0,2364,148.4,12.9,8.08,50,35,15.2,11.4,95.2,fastened,0,P0100,sunny,rock,night
1040,EXC005,OP002,2024-01-22 15:30:00,5120.8,1041,193.7,84.5,8.28,51,32,5.6,1.7,70.5,fastened,1,NONE,sunny,sand,night
1041,EXC004,OP004,2024-01-22 16:00:00,3099.8,2397,199.7,21.2,0.72,74,117,9.9,21.1,37.1,fastened,0,NONE,cloudy,sand,night
1042,EXC005,OP003,2024-01-22 16:30:00,7401.8,752,313.2413554579888,44.0,7.74,36,54,14.9,10.8,99.5,fastened,0,NONE,sunny,rock,night
1043,EXC003,OP004,2024-01-22 17:00:00,6141.3,1578,271.4,84.8,9.54,58,106,13.0,4.2,72.4,unfastened,0,NONE,sunny,sand,day
1044,EXC002,OP006,2024-01-22 17:30:00,3634.3,1344,319.3,48.5,10.05,4,70,15.5,6.0,50.4,fastened,0,NONE,windy,rock,day
1045,EXC004,OP002,2024-01-22 18:00:00,6021.2,2325,216.3,93.5,5.32,87,65,14.7,17.6,97.4,fastened,0,P0562,cloudy,loam,night
1046,EXC001,OP009,2024-01-22 18:30:00,7805.7,1992,185.4,24.9,7.33,77,113,5.0,13.9,39.1,fastened,0,NONE,rainy,loam,day
1047,EXC002,OP008,2024-01-22 19:00:00,3741.7,2269,186.4,72.9,9.73,57,86,17.9,10.2,108.95727322767394,fastened,0,P0562,cloudy,loam,night
1048,EXC004,OP008,2024-01-22 19:30:00,5176.0,2131,121.1,97.9,6.71,1,36,16.9,7.3,70.1,fastened,0,NONE,rainy,loam,day
1049,EXC004,OP002,2024-01-22 20:00:00,7357.5,1339,158.6,57.2,14.45,46,40,7.7,19.8,76.9,fastened,0,NONE,cloudy,loam,night
1050,EXC001,OP008,2024-01-22 20:30:00,2064.5,1920,210.5,70.8,10.73,80,83,0.8,17.0,68.3,fastened,1,NONE,sunny,clay,night
1051,EXC003,OP009,2024-01-22 21:00:00,7103.8,746,195.0,42.4,0.52,68,10,5.5,15.8,99.7,fastened,0,NONE,rainy,sand,night
1052,EXC002,OP002,2024-01-22 21:30:00,870.6,1604,219.9,76.4,0.84,71,26,15.1,9.8,49.7,fastened,0,P0562,sunny,sand,night
1053,EXC003,OP008,2024-01-22 22:00:00,5222.7,685,286.8,91.3,10.51,75,18,17.1,21.6,104.3,fastened,0,NONE,rainy,loam,day
1054,EXC005,OP004,2024-01-22 22:30:00,6284.4,718,149.6,71.8,6.48,82,88,15.0,15.6,31.5,fastened,0,NONE,windy,clay,night
1055,EXC001,OP008,2024-01-22 23:00:00,4955.4,2340,308.22095392383903,93.9,12.67,20,58,7.1,9.3,38.9,fastened,1,P0562,rainy,loam,night
1056,EXC005,OP005,2024-01-22 23:30:00,4014.7,1826,108.4,60.9,3.01,65,11,1.0,21.1,43.9,fastened,0,NONE,rainy,rock,night
1057,EXC003,OP009,2024-01-23 00:00:00,4977.0,711,129.5,59.8,0.7,64,91,9.3,19.7,36.0,unfastened,1,NONE,windy,clay,day
1058,EXC004,OP002,2024-01-23 00:30:00,1298.1,2346,225.5,33.9,6.13,69,82,6.8,16.3,62.9,unfastened,0,NONE,sunny,rock,day
1059,EXC003,OP004,2024-01-23 01:00:00,1803.0,768,277.8,72.4,11.17,88,89,2.2,16.9,94.9,fastened,0,NONE,windy,sand,day
1060,EXC002,OP003,2024-01-23 01:30:00,2232.2,791,295.1,88.8,14.59,66,27,1.9,9.3,91.6,unfastened,0,P0217,sunny,sand,night
1061,EXC004,OP003,2024-01-23 02:00:00,4822.5,1814,239.7,66.4,13.31,47,106,2.8,11.2,85.9,fastened,0,NONE,sunny,loam,night
1062,EXC004,OP004,2024-01-23 02:30:00,3591.0,1987,188.7,27.1,7.52,51,29,3.7,4.2,30.6,fastened,0,NONE,sunny,loam,night
1063,EXC001,OP004,2024-01-23 03:00:00,2031.4,1751,134.0,56.7,12.29,69,72,13.6,13.1,94.9,fastened,0,NONE,rainy,loam,day
1064,EXC004,OP002,2024-01-23 03:30:00,7074.2,1170,188.3,76.8,1.52,4,71,6.9,8.1,59.7,fastened,0,NONE,sunny,sand,day
1065,EXC004,OP008,2024-01-23 04:00:00,3054.0,1700,173.1,94.2,8.8,18,34,7.9,7.6,84.9,fastened,0,NONE,cloudy,rock,night
1066,EXC002,OP006,2024-01-23 04:30:00,3623.7,1777,291.4,19.9,13.9,5,51,10.8,20.9,107.51487491661956,fastened,0,NONE,sunny,sand,night
1067,EXC005,OP009,2024-01-23 05:00:00,3336.6,2143,207.1,17.1,6.25,71,15,17.3,3.6,43.3,fastened,1,NONE,sunny,rock,day
1068,EXC004,OP008,2024-01-23 05:30:00,1537.3,1466,149.8,44.2,14.42,65,61,13.6,18.3,68.7,fastened,1,NONE,rainy,sand,day
1069,EXC002,OP002,2024-01-23 06:00:00,5879.9,1503,163.5,16.9,3.7,4,84,11.6,6.2,99.5,fastened,0,NONE,sunny,rock,day
1070,EXC001,OP001,2024-01-23 06:30:00,3642.8,1505,130.0,98.1,2.03,9,43,13.4,0.6,49.7,fastened,0,NONE,cloudy,rock,night
1071,EXC004,OP005,2024-01-23 07:00:00,228.4,805,302.1,45.3,8.11,23,69,12.9,0.9,83.6,fastened,0,NONE,sunny,sand,day
1072,EXC002,OP005,2024-01-23 07:30:00,7715.7,762,111.1,55.7,13.66,21,114,12.4,9.4,101.9,unfastened,0,NONE,cloudy,clay,day
1073,EXC004,OP003,2024-01-23 08:00:00,6544.5,636,102.8,26.6,5.01,46,35,8.9,10.0,57.0,fastened,0,NONE,windy,clay,night
1074,EXC003,OP008,2024-01-23 08:30:00,5816.1,1799,140.3,47.7,12.1,44,41,10.2,7.0,59.1,fastened,0,NONE,rainy,loam,day
1075,EXC003,OP006,2024-01-23 09:00:00,6965.8,1353,278.4,98.5,2.95,32,23,8.3,14.7,63.9,fastened,0,NONE,sunny,loam,day
1076,EXC001,OP008,2024-01-23 09:30:00,7263.8,2158,215.2,51.4,11.31,14,69,7.1,10.7,90.7,unfastened,0,NONE,cloudy,rock,night
1077,EXC004,OP002,2024-01-23 10:00:00,2766.2,1864,294.93956800389213,5.8,8.58,58,32,4.9,1.6,62.9,fastened,0,NONE,rainy,clay,day
1078,EXC001,OP009,2024-01-23 10:30:00,4926.6,854,178.7,28.0,3.04,71,103,6.4,7.7,66.5,fastened,0,NONE,cloudy,rock,day
1079,EXC003,OP003,2024-01-23 11:00:00,4909.6,780,115.1,98.0,10.91,57,42,7.7,2.2,46.7,fastened,1,NONE,cloudy,sand,night
1080,EXC005,OP005,2024-01-23 11:30:00,2211.7,1258,288.4,99.0,10.85,72,83,10.4,1.4,104.1,fastened,0,NONE,windy,clay,day
1081,EXC005,OP005,2024-01-23 12:00:00,1853.4,2257,296.5473935173591,25.0,7.97,82,30,9.0,4.6,96.9,fastened,0,NONE,windy,sand,night
1082,EXC005,OP009,2024-01-23 12:30:00,999.9,687,107.3,63.5,3.77,75,45,1.9,15.4,75.0,fastened,0,P0217,sunny,loam,night
1083,EXC005,OP003,2024-01-23 13:00:00,5308.6,937,226.0,12.3,2.42,58,28,6.1,15.3,102.0,fastened,0,NONE,rainy,loam,night
1084,EXC003,OP003,2024-01-23 13:30:00,6269.3,653,118.3,59.9,14.38,4,70,6.8,19.0,81.5,fastened,0,NONE,windy,loam,day
1085,EXC002,OP004,2024-01-23 14:00:00,6111.5,1344,121.1,17.0,10.01,30,13,12.7,16.6,101.9,unfastened,0,NONE,windy,clay,day
1086,EXC005,OP004,2024-01-23 14:30:00,2598.6,2381,276.1,82.8,12.23,38,19,6.0,11.8,42.1,fastened,0,NONE,cloudy,rock,night
1087,EXC005,OP002,2024-01-23 15:00:00,1721.6,2352,208.2,94.3,10.61,64,65,0.1,6.9,46.9,unfastened,0,NONE,rainy,rock,night
1088,EXC005,OP002,2024-01-23 15:30:00,3683.6,1488,153.1,21.4,12.53,76,70,1.5,0.1,96.4,fastened,0,NONE,sunny,sand,night
1089,EXC004,OP003,2024-01-23 16:00:00,4419.8,859,176.7,49.0,2.86,57,46,8.9,14.2,61.5,fastened,0,NONE,cloudy,sand,day
1090,EXC001,OP005,2024-01-23 16:30:00,7360.8,779,260.4,14.7,7.71,79,57,3.4,6.4,57.8,fastened,0,NONE,sunny,sand,day
1091,EXC003,OP004,2024-01-23 17:00:00,7011.1,1544,114.6,37.2,10.17,70,55,8.9,5.5,86.6,fastened,0,NONE,rainy,clay,day
1092,EXC003,OP004,2024-01-23 17:30:00,7336.9,1094,290.72882881119693,11.2,2.0,62,93,10.3,21.4,77.3,fastened,1,P0217,rainy,sand,night
1093,EXC005,OP008,2024-01-23 18:00:00,6817.1,1869,235.6,30.1,2.67,71,59,16.8,3.8,55.8,fastened,0,NONE,cloudy,sand,day
1094,EXC002,OP003,2024-01-23 18:30:00,7720.2,2364,233.5,99.1,9.69,53,103,11.8,0.7,59.8,fastened,0,NONE,cloudy,sand,day
1095,EXC002,OP010,2024-01-23 19:00:00,3777.4,970,313.9,9.2,13.1,58,33,0.6,20.9,60.6,fastened,0,NONE,sunny,rock,night
1096,EXC001,OP008,2024-01-23 19:30:00,475.0,1054,182.4,86.6,10.08,31,31,6.9,6.7,39.5,fastened,0,P0217,windy,rock,day
1097,EXC005,OP002,2024-01-23 20:00:00,760.1,827,114.3,12.4,1.02,35,54,14.3,8.7,47.2,fastened,0,P0217,windy,clay,day
1098,EXC004,OP004,2024-01-23 20:30:00,3183.2,1906,218.3,55.3,14.57,24,18,4.7,1.8,70.3,fastened,1,NONE,sunny,sand,day
1099,EXC001,OP002,2024-01-23 21:00:00,2135.7,1431,240.4,48.0,2.52,23,83,16.6,8.9,88.6,fastened,1,NONE,cloudy,clay,day
1100,EXC003,OP003,2024-01-23 21:30:00,1442.5,1110,130.7,93.5,3.87,58,52,9.5,21.4,61.4,fastened,0,P0217,rainy,loam,night
1101,EXC003,OP004,2024-01-23 22:00:00,7630.3,994,221.6,23.9,14.64,34,50,1.7,15.3,58.8,fastened,0,NONE,cloudy,loam,day
1102,EXC003,OP002,2024-01-23 22:30:00,1643.8,726,143.5,22.1,11.68,12,68,4.4,10.4,78.8,unfastened,0,NONE,sunny,sand,day
1103,EXC005,OP001,2024-01-23 23:00:00,7679.1,1457,285.8,76.1,14.08,3,19,16.3,6.8,103.77466297359172,fastened,1,NONE,sunny,loam,night
1104,EXC001,OP005,2024-01-23 23:30:00,6110.6,1829,283.7,73.9,12.2,77,51,17.8,8.1,58.6,unfastened,0,NONE,sunny,rock,day
1105,EXC002,OP008,2024-01-24 00:00:00,5163.5,773,194.5,71.4,9.95,64,116,15.5,13.4,45.6,fastened,0,NONE,windy,loam,night
1106,EXC001,OP004,2024-01-24 00:30:00,5440.5,602,312.7,7.5,4.63,51,79,5.8,5.6,78.9,fastened,0,NONE,rainy,loam,night
1107,EXC002,OP009,2024-01-24 01:00:00,2718.6,1451,315.6,29.7,5.24,81,73,13.8,3.3,38.4,fastened,0,NONE,cloudy,rock,day
1108,EXC005,OP004,2024-01-24 01:30:00,5206.8,1816,314.7391815903807,84.8,14.24,10,65,4.0,15.3,63.6,fastened,0,NONE,sunny,sand,night
1109,EXC005,OP010,2024-01-24 02:00:00,1574.9,1220,180.9,62.1,12.98,84,61,6.9,19.1,74.7,fastened,0,NONE,windy,rock,day
1110,EXC001,OP003,2024-01-24 02:30:00,7507.9,1050,232.1,62.2,5.71,63,113,12.5,19.8,92.5,fastened,0,NONE,cloudy,clay,day
1111,EXC004,OP006,2024-01-24 03:00:00,2484.2,877,299.45636448794824,33.1,5.91,57,112,17.4,18.5,84.3,unfastened,0,NONE,cloudy,sand,night
1112,EXC002,OP008,2024-01-24 03:30:00,2116.0,1942,184.2,29.7,4.82,38,55,7.9,11.7,100.7,fastened,0,NONE,rainy,rock,day
1113,EXC001,OP001,2024-01-24 04:00:00,5718.2,2150,157.5,94.9,5.23,63,111,8.9,17.4,81.0,fastened,0,P0100,sunny,clay,day
1114,EXC002,OP010,2024-01-24 04:30:00,5285.9,1985,309.5,74.1,12.98,18,19,4.0,20.4,56.2,fastened,0,NONE,rainy,sand,day
1115,EXC001,OP004,2024-01-24 05:00:00,3665.3,1532,190.5,17.1,0.65,27,45,7.3,0.5,47.4,fastened,0,NONE,cloudy,loam,day
1116,EXC003,OP005,2024-01-24 05:30:00,5096.3,1903,267.8,94.1,6.82,86,43,1.1,9.1,108.3640985161857,fastened,0,NONE,rainy,loam,day
1117,EXC005,OP007,2024-01-24 06:00:00,1360.0,1314,185.1,60.3,14.17,24,86,15.5,4.5,50.8,fastened,0,NONE,rainy,loam,night
1118,EXC003,OP007,2024-01-24 06:30:00,5419.3,644,129.0,36.7,8.37,64,76,0.4,21.9,40.3,fastened,1,NONE,sunny,loam,night
1119,EXC004,OP001,2024-01-24 07:00:00,2237.8,1261,289.9,42.7,7.03,83,61,12.3,20.5,57.7,fastened,0,NONE,rainy,sand,night
1120,EXC003,OP009,2024-01-24 07:30:00,2255.4,1866,100.1,73.9,5.03,53,38,4.9,17.6,82.7,fastened,0,P0100,sunny,rock,day
1121,EXC001,OP007,2024-01-24 08:00:00,1381.2,1765,112.3,40.7,1.57,26,65,8.6,6.5,81.9,fastened,0,NONE,rainy,sand,night
1122,EXC001,OP010,2024-01-24 08:30:00,2725.8,2382,180.2,60.0,3.76,76,39,5.1,20.9,53.9,fastened,1,NONE,cloudy,loam,day
1123,EXC002,OP005,2024-01-24 09:00:00,2716.9,2395,251.1,72.5,1.81,74,64,7.2,0.6,68.1,unfastened,1,NONE,rainy,clay,day
1124,EXC002,OP007,2024-01-24 09:30:00,3688.0,1036,175.2,23.6,2.34,48,47,9.8,4.1,46.3,fastened,0,P0217,sunny,sand,day
1125,EXC005,OP005,2024-01-24 10:00:00,1604.3,617,114.6,94.7,2.87,10,107,11.5,13.6,67.7,fastened,0,P0100,cloudy,loam,night
1126,EXC005,OP009,2024-01-24 10:30:00,1624.8,1093,169.9,38.8,4.88,39,92,16.9,17.4,68.3,unfastened,0,NONE,cloudy,clay,night
1127,EXC005,OP009,2024-01-24 11:00:00,4379.7,2376,153.9,44.8,0.66,38,29,6.0,19.4,52.6,fastened,0,NONE,cloudy,rock,day
1128,EXC004,OP010,2024-01-24 11:30:00,1118.1,2064,101.2,71.4,14.28,17,113,10.5,6.6,49.5,fastened,0,NONE,cloudy,sand,night
1129,EXC003,OP006,2024-01-24 12:00:00,5542.3,777,217.7,62.8,2.3,36,82,16.2,8.6,103.5,fastened,0,NONE,sunny,sand,night
1130,EXC004,OP008,2024-01-24 12:30:00,7557.2,888,125.7,46.8,6.06,13,48,5.2,10.0,70.3,fastened,0,NONE,cloudy,rock,day
1131,EXC003,OP004,2024-01-24 13:00:00,3471.7,1614,163.2,66.7,13.25,62,68,15.6,0.6,72.2,fastened,1,P0217,sunny,loam,night
1132,EXC004,OP005,2024-01-24 13:30:00,7218.7,1789,241.1,90.8,2.05,38,31,17.2,19.0,30.6,fastened,0,NONE,rainy,clay,night
1133,EXC004,OP008,2024-01-24 14:00:00,876.7,2368,259.5,81.0,7.51,65,15,15.3,7.4,43.6,fastened,0,P0217,sunny,loam,night
1134,EXC004,OP001,2024-01-24 14:30:00,439.4,1959,158.0,83.3,12.75,41,56,10.3,4.4,56.7,fastened,0,NONE,sunny,clay,night
1135,EXC004,OP008,2024-01-24 15:00:00,5798.8,981,172.4,29.5,8.58,64,96,13.0,9.0,102.4,fastened,0,P0100,cloudy,clay,day
1136,EXC001,OP001,2024-01-24 15:30:00,6112.1,666,154.3,44.8,3.55,65,48,8.7,15.6,43.1,fastened,0,NONE,cloudy,loam,day
1137,EXC004,OP006,2024-01-24 16:00:00,6760.2,1740,310.5,57.6,11.16,14,52,10.8,19.2,52.7,fastened,1,NONE,windy,clay,night
1138,EXC002,OP005,2024-01-24 16:30:00,548.9,1596,141.9,9.2,10.38,39,118,17.5,4.7,104.3,fastened,0,NONE,cloudy,sand,day
1139,EXC004,OP005,2024-01-24 17:00:00,6237.6,2212,140.3,78.1,5.75,67,118,4.5,3.8,66.1,fastened,0,NONE,cloudy,clay,night
1140,EXC003,OP005,2024-01-24 17:30:00,3074.7,1636,197.9,35.7,1.17,53,61,14.3,20.8,53.9,fastened,0,P0217,sunny,clay,day
1141,EXC005,OP005,2024-01-24 18:00:00,2496.4,1502,301.2077564676646,31.8,0.61,19,14,9.1,12.1,77.6,fastened,0,NONE,windy,clay,day
1142,EXC002,OP005,2024-01-24 18:30:00,1466.9,2355,134.5,29.6,12.47,74,84,3.2,8.0,67.2,fastened,1,P0562,windy,sand,night
1143,EXC005,OP005,2024-01-24 19:00:00,7968.5,755,121.1,31.9,5.16,17,88,11.6,4.4,101.8,fastened,1,P0100,sunny,sand,day
1144,EXC005,OP006,2024-01-24 19:30:00,602.9,2177,240.8,37.1,2.5,89,110,14.3,21.9,36.2,fastened,0,NONE,cloudy,clay,day
1145,EXC002,OP008,2024-01-24 20:00:00,6633.4,2086,234.7,62.5,8.02,63,114,10.2,15.8,89.3,fastened,1,NONE,sunny,rock,night
1146,EXC003,OP006,2024-01-24 20:30:00,5152.0,892,243.0,60.4,13.85,29,79,15.1,4.8,50.9,fastened,0,NONE,sunny,clay,day
1147,EXC003,OP007,2024-01-24 21:00:00,5907.1,1867,270.1,29.3,0.62,17,21,6.6,2.0,90.5,fastened,0,NONE,sunny,sand,night
1148,EXC004,OP009,2024-01-24 21:30:00,5722.6,1255,171.8,24.6,1.31,81,37,16.4,4.4,93.6,fastened,0,NONE,windy,sand,night
1149,EXC004,OP010,2024-01-24 22:00:00,6881.6,1386,302.1,83.5,6.55,47,88,11.7,5.5,93.7,fastened,0,NONE,cloudy,rock,night
1150,EXC005,OP002,2024-01-24 22:30:00,1552.0,2127,261.3,13.8,10.3,72,76,14.5,2.4,95.0,unfastened,0,NONE,cloudy,sand,night
1151,EXC002,OP008,2024-01-24 23:00:00,106.5,2115,277.0,53.7,7.4,74,57,4.9,5.1,83.9,fastened,0,NONE,sunny,sand,day
1152,EXC003,OP003,2024-01-24 23:30:00,4828.4,943,258.6,54.5,13.51,6,54,8.0,2.6,40.7,fastened,0,NONE,sunny,loam,night
1153,EXC003,OP002,2024-01-25 00:00:00,2895.5,1153,178.9,59.5,1.14,61,88,16.4,8.3,33.9,fastened,0,P0562,rainy,clay,day
1154,EXC005,OP008,2024-01-25 00:30:00,1077.9,2078,162.3,89.1,5.43,30,56,0.9,10.7,55.6,fastened,1,P0100,windy,sand,day
1155,EXC002,OP001,2024-01-25 01:00:00,1570.5,2250,193.0,64.3,5.59,81,27,7.3,10.0,67.1,fastened,0,NONE,rainy,rock,night
1156,EXC003,OP009,2024-01-25 01:30:00,2720.8,742,121.3,97.5,5.43,19,117,14.0,18.2,52.7,fastened,0,NONE,rainy,rock,day
1157,EXC001,OP008,2024-01-25 02:00:00,654.8,2100,199.3,87.8,7.57,3,48,13.4,5.6,85.7,fastened,0,NONE,cloudy,rock,day
1158,EXC005,OP010,2024-01-25 02:30:00,549.6,873,109.5,25.4,11.96,81,40,15.3,19.5,84.2,fastened,0,NONE,windy,rock,night
1159,EXC002,OP007,2024-01-25 03:00:00,7336.6,1662,100.9,27.9,5.11,49,17,13.3,20.0,102.9,fastened,0,NONE,windy,loam,night
1160,EXC002,OP009,2024-01-25 03:30:00,2565.6,724,304.9,37.8,11.3,74,61,17.0,21.1,60.0,fastened,0,NONE,windy,loam,night
1161,EXC003,OP002,2024-01-25 04:00:00,7859.6,1824,251.7,42.2,2.62,23,118,9.0,4.0,88.9,fastened,0,NONE,rainy,rock,day
1162,EXC003,OP009,2024-01-25 04:30:00,7718.5,1820,223.6,57.5,8.63,44,27,11.2,5.4,85.6,fastened,0,NONE,rainy,loam,night
1163,EXC005,OP002,2024-01-25 05:00:00,1226.3,1792,175.0,27.1,5.94,86,36,15.3,13.7,104.2,fastened,0,NONE,sunny,clay,night
1164,EXC003,OP004,2024-01-25 05:30:00,5747.9,2023,225.5,26.1,8.32,68,29,12.6,3.1,88.0,fastened,0,NONE,sunny,sand,night
1165,EXC003,OP002,2024-01-25 06:00:00,4846.4,2302,317.58546844208985,41.2,2.06,88,20,1.8,1.9,51.3,fastened,0,NONE,sunny,loam,night
1166,EXC001,OP005,2024-01-25 06:30:00,5556.1,2129,243.5,68.8,14.33,29,76,6.6,1.6,31.1,fastened,0,NONE,cloudy,clay,day
1167,EXC001,OP008,2024-01-25 07:00:00,859.9,1940,232.5,70.4,13.64,78,42,9.9,13.3,102.6,fastened,0,P0562,rainy,loam,day
1168,EXC002,OP003,2024-01-25 07:30:00,1589.6,2366,201.2,97.7,12.48,34,92,13.6,17.7,83.7,fastened,1,NONE,sunny,clay,day
1169,EXC005,OP009,2024-01-25 08:00:00,705.4,1814,176.1,24.2,13.45,84,54,9.8,5.7,90.9,fastened,1,NONE,windy,loam,night
1170,EXC005,OP007,2024-01-25 08:30:00,4872.7,1809,253.7,42.3,2.63,77,80,14.0,20.5,89.5,fastened,0,NONE,rainy,clay,night
1171,EXC004,OP007,2024-01-25 09:00:00,7894.1,1575,315.8,96.6,7.8,14,19,15.1,17.4,85.2,fastened,1,NONE,rainy,rock,day
1172,EXC004,OP010,2024-01-25 09:30:00,5408.7,1984,193.4,70.6,5.11,87,46,4.8,1.7,86.4,unfastened,0,NONE,windy,loam,night
1173,EXC002,OP005,2024-01-25 10:00:00,5715.0,728,186.3,61.3,13.37,54,55,11.1,9.0,99.7,fastened,1,NONE,rainy,loam,night
1174,EXC001,OP004,2024-01-25 10:30:00,7878.2,1510,194.2,56.3,3.25,69,16,10.0,1.5,98.6,fastened,0,NONE,sunny,rock,day
1175,EXC001,OP010,2024-01-25 11:00:00,5456.3,1365,193.6,12.2,3.69,52,56,4.1,20.1,58.4,fastened,0,NONE,windy,loam,night
1176,EXC002,OP006,2024-01-25 11:30:00,417.4,2242,317.9,89.9,10.46,19,61,8.8,16.3,32.3,unfastened,0,NONE,windy,clay,day
