task_id,machine_id,operator_id,task_type,estimated_time,actual_time,weather,soil_type,operator_skill,machine_age_yrs,load_weight_t,completed,date
508,EXC004,OP005,compact,36.2,47.7,sunny,clay,junior,8.1,17.3,1,2024-03-22 00:00:00
509,EXC002,OP007,trench,67.9,77.2,rainy,sand,senior,1.5,8.7,1,2024-07-03 00:00:00
510,EXC004,OP002,dig,57.5,60.1,windy,loam,senior,5.3,16.2,1,2024-11-28 00:00:00
511,EXC001,OP007,dig,51.6,57.2,rainy,loam,senior,6.2,21.4,1,2024-09-22 00:00:00
512,EXC005,OP009,load,33.7,50.8,sunny,clay,senior,10.2,14.4,1,2024-12-16 00:00:00
513,EXC002,OP007,load,33.4,62.4,cloudy,clay,junior,13.5,18.7,1,2024-07-12 00:00:00
514,EXC005,OP005,dig,58.3,91.5,rainy,clay,junior,3.1,20.9,1,2024-01-19 00:00:00
515,EXC001,OP001,compact,32.7,21.7,windy,sand,senior,4.7,11.0,1,2024-09-26 00:00:00
516,EXC003,OP003,grade,39.0,35.7,cloudy,sand,senior,5.5,3.5,1,2024-05-13 00:00:00
517,EXC005,OP010,dig,60.5,85.1,rainy,clay,mid,1.0,15.3,1,2024-08-22 00:00:00
518,EXC002,OP009,grade,48.6,53.5,windy,clay,senior,2.0,11.6,1,2024-08-25 00:00:00
519,EXC004,OP003,grade,46.0,57.2,windy,loam,senior,13.0,18.6,1,2024-10-09 00:00:00
520,EXC003,OP006,trench,66.9,81.5,cloudy,rock,senior,6.1,16.9,0,2024-09-09 00:00:00
521,EXC004,OP006,load,33.2,42.4,rainy,loam,senior,12.8,1.8,1,2024-01-22 00:00:00
522,EXC002,OP010,compact,36.1,56.3,windy,clay,mid,6.9,3.4,1,2024-02-09 00:00:00
523,EXC001,OP001,grade,41.9,87.0,cloudy,rock,junior,10.9,23.8,1,2024-03-15 00:00:00
524,EXC004,OP010,dig,56.3,76.4,sunny,clay,junior,10.6,15.0,1,2024-08-23 00:00:00
525,EXC004,OP005,load,22.1,18.2,cloudy,sand,mid,8.2,17.5,1,2024-01-10 00:00:00
526,EXC001,OP002,compact,30.0,50.0,sunny,clay,mid,13.2,12.3,1,2024-06-25 00:00:00
527,EXC001,OP005,compact,44.2,64.1,sunny,rock,mid,14.3,14.6,1,2024-12-17 00:00:00
528,EXC001,OP005,trench,57.8,67.2,windy,loam,senior,13.1,20.8,1,2024-02-21 00:00:00
529,EXC001,OP004,compact,37.1,50.7,windy,clay,junior,4.8,13.0,1,2024-06-23 00:00:00
530,EXC001,OP002,load,30.9,71.6,windy,rock,junior,10.4,15.8,1,2024-05-28 00:00:00
531,EXC005,OP004,grade,37.4,63.5,windy,loam,junior,14.3,3.7,1,2024-03-14 00:00:00
532,EXC003,OP002,load,27.8,40.7,cloudy,rock,senior,9.4,15.4,1,2024-09-11 00:00:00
533,EXC001,OP008,load,33.8,55.1,rainy,loam,junior,7.1,20.5,1,2024-10-05 00:00:00
534,EXC003,OP010,compact,35.3,60.6,windy,sand,junior,7.6,3.4,1,2024-07-10 00:00:00
535,EXC001,OP006,load,38.4,49.0,cloudy,loam,junior,3.8,19.1,0,2024-01-29 00:00:00
536,EXC005,OP005,trench,66.2,95.6,rainy,sand,junior,8.0,1.6,1,2024-03-14 00:00:00
537,EXC004,OP008,compact,35.3,49.1,cloudy,clay,junior,2.2,13.2,0,2024-05-28 00:00:00
538,EXC003,OP010,dig,56.2,66.3,windy,clay,mid,10.6,22.6,1,2024-02-28 00:00:00
539,EXC001,OP002,grade,41.4,64.1,rainy,sand,junior,0.7,14.1,0,2024-01-08 00:00:00
540,EXC001,OP009,load,30.9,42.8,windy,sand,junior,3.0,10.1,1,2024-06-25 00:00:00
541,EXC004,OP004,compact,39.4,68.5,rainy,clay,junior,14.4,7.4,1,2024-09-20 00:00:00
542,EXC004,OP004,compact,40.8,79.5,cloudy,rock,junior,11.8,6.8,0,2024-08-26 00:00:00
543,EXC001,OP002,compact,41.9,60.7,windy,clay,mid,7.2,13.6,1,2024-10-14 00:00:00
544,EXC003,OP001,trench,70.6,65.0,cloudy,loam,senior,12.7,4.0,1,2024-02-05 00:00:00
545,EXC002,OP002,dig,57.1,68.8,windy,sand,mid,12.5,16.6,1,2024-11-22 00:00:00
546,EXC001,OP010,dig,50.2,64.2,cloudy,clay,senior,14.1,15.8,1,2024-04-20 00:00:00
547,EXC003,OP003,grade,42.0,46.3,cloudy,clay,mid,6.6,5.3,0,2024-11-15 00:00:00
548,EXC004,OP006,grade,42.7,61.5,rainy,loam,mid,1.6,5.0,1,2024-02-16 00:00:00
549,EXC001,OP008,trench,65.3,88.7,cloudy,rock,junior,6.2,5.9,1,2024-07-17 00:00:00
550,EXC001,OP010,load,30.1,34.9,windy,sand,senior,0.1,1.7,1,2024-07-05 00:00:00
551,EXC002,OP001,compact,40.6,74.4,rainy,loam,junior,11.1,11.3,1,2024-07-24 00:00:00
552,EXC004,OP004,compact,35.7,73.6,rainy,rock,junior,8.2,23.0,1,2024-07-22 00:00:00
553,EXC004,OP002,compact,38.8,52.3,cloudy,sand,junior,13.5,4.3,1,2024-07-10 00:00:00
554,EXC001,OP004,trench,69.5,79.9,sunny,rock,senior,12.2,12.6,1,2024-11-13 00:00:00
555,EXC002,OP009,trench,72.1,102.7,rainy,sand,junior,3.2,2.1,1,2024-01-30 00:00:00
556,EXC002,OP003,load,32.6,31.9,windy,sand,senior,2.5,3.7,1,2024-06-13 00:00:00
557,EXC002,OP003,compact,38.8,61.6,rainy,rock,mid,9.1,6.7,1,2024-12-25 00:00:00
558,EXC003,OP005,load,21.7,29.0,windy,clay,mid,3.1,4.6,1,2024-06-17 00:00:00
559,EXC001,OP008,dig,57.9,70.5,windy,sand,junior,0.4,12.7,1,2024-11-03 00:00:00
560,EXC001,OP010,load,26.2,26.2,cloudy,loam,mid,4.2,20.3,1,2024-07-26 00:00:00
561,EXC005,OP006,compact,44.2,47.0,windy,sand,mid,9.3,15.8,1,2024-07-25 00:00:00
562,EXC005,OP001,compact,43.5,51.0,sunny,clay,mid,0.8,4.3,1,2024-08-16 00:00:00
563,EXC004,OP004,trench,73.1,78.4,sunny,sand,junior,6.6,8.8,1,2024-12-01 00:00:00
564,EXC003,OP009,load,20.9,34.3,rainy,loam,senior,9.1,23.4,0,2024-08-24 00:00:00
565,EXC001,OP005,grade,45.6,58.7,sunny,loam,junior,13.3,24.5,1,2024-06-06 00:00:00
566,EXC003,OP003,compact,40.2,45.5,windy,loam,mid,10.7,4.2,1,2024-11-21 00:00:00
567,EXC001,OP002,load,30.4,66.0,windy,rock,junior,8.5,21.8,1,2024-08-07 00:00:00
568,EXC001,OP009,dig,63.0,87.5,cloudy,loam,junior,10.6,2.2,1,2024-07-29 00:00:00
569,EXC002,OP001,compact,28.5,25.4,sunny,clay,senior,0.2,16.6,1,2024-07-24 00:00:00
570,EXC002,OP010,dig,40.2,68.5,windy,sand,junior,13.1,1.6,1,2024-11-21 00:00:00
571,EXC004,OP009,grade,49.0,60.0,windy,loam,mid,5.0,18.6,1,2024-02-05 00:00:00
572,EXC003,OP003,grade,45.4,61.3,cloudy,sand,junior,10.9,17.9,1,2024-09-03 00:00:00
573,EXC003,OP002,load,33.9,48.9,windy,rock,mid,8.7,2.4,1,2024-03-21 00:00:00
574,EXC002,OP003,load,32.4,52.8,sunny,rock,mid,11.5,14.6,1,2024-06-07 00:00:00
575,EXC002,OP009,grade,42.6,45.8,windy,loam,mid,4.0,11.8,0,2024-12-04 00:00:00
576,EXC002,OP010,trench,70.5,82.0,windy,sand,senior,13.8,23.3,1,2024-07-21 00:00:00
577,EXC005,OP001,dig,57.1,79.0,rainy,sand,junior,1.5,10.1,1,2024-07-04 00:00:00
578,EXC001,OP007,load,40.3,52.3,sunny,loam,mid,14.0,23.6,1,2024-12-15 00:00:00
579,EXC001,OP003,trench,59.7,93.1,rainy,loam,junior,3.9,16.9,1,2024-08-14 00:00:00
580,EXC003,OP007,load,31.7,50.6,rainy,rock,senior,8.2,22.1,1,2024-07-30 00:00:00
581,EXC003,OP003,grade,37.4,60.7,rainy,rock,mid,5.9,24.7,1,2024-06-14 00:00:00
582,EXC002,OP007,grade,47.2,60.3,windy,clay,mid,3.3,2.5,1,2024-03-21 00:00:00
583,EXC002,OP007,dig,48.8,48.1,sunny,loam,mid,8.8,14.9,1,2024-02-19 00:00:00
584,EXC004,OP001,grade,51.0,70.0,windy,clay,junior,4.0,21.5,1,2024-05-25 00:00:00
585,EXC001,OP005,load,32.6,28.2,sunny,sand,mid,1.6,12.3,1,2024-08-21 00:00:00
586,EXC004,OP001,load,25.3,43.9,windy,sand,junior,10.0,5.1,1,2024-03-20 00:00:00
587,EXC005,OP003,compact,40.1,50.2,cloudy,sand,junior,13.1,23.6,1,2024-07-22 00:00:00
588,EXC002,OP006,load,27.0,79.0,rainy,rock,junior,1.6,2.6,1,2024-09-20 00:00:00
589,EXC003,OP010,trench,71.8,82.8,windy,sand,mid,10.5,24.3,0,2024-06-21 00:00:00
590,EXC004,OP004,dig,58.3,82.4,rainy,sand,junior,13.5,19.8,1,2024-08-26 00:00:00
591,EXC004,OP004,dig,54.5,69.8,windy,clay,senior,1.7,12.9,1,2024-09-01 00:00:00
592,EXC001,OP005,grade,44.3,77.5,rainy,loam,junior,6.4,14.8,1,2024-03-04 00:00:00
593,EXC002,OP009,load,24.6,40.1,windy,loam,junior,8.1,11.5,1,2024-08-20 00:00:00
594,EXC005,OP004,load,32.6,53.3,windy,sand,junior,10.5,16.1,1,2024-02-12 00:00:00
595,EXC001,OP008,grade,46.0,52.4,windy,loam,mid,5.8,20.7,1,2024-05-23 00:00:00
596,EXC004,OP010,dig,52.9,70.3,windy,clay,junior,4.3,23.8,1,2024-09-15 00:00:00
597,EXC003,OP002,dig,58.2,77.7,rainy,loam,junior,8.7,18.7,1,2024-06-28 00:00:00
598,EXC003,OP010,load,28.2,37.0,cloudy,clay,senior,4.9,19.4,1,2024-10-27 00:00:00
599,EXC005,OP004,trench,69.2,73.7,cloudy,rock,senior,0.6,1.9,1,2024-05-19 00:00:00
600,EXC005,OP004,grade,45.6,91.2,rainy,clay,junior,13.5,9.7,1,2024-04-20 00:00:00
601,EXC004,OP005,grade,48.1,39.3,cloudy,loam,senior,3.8,18.1,1,2024-02-03 00:00:00
602,EXC001,OP001,load,32.3,37.7,sunny,clay,mid,8.4,21.7,1,2024-07-27 00:00:00
603,EXC003,OP008,trench,71.2,67.8,cloudy,sand,mid,9.9,20.1,1,2024-08-22 00:00:00
604,EXC002,OP003,dig,37.2,51.4,rainy,sand,mid,4.1,2.7,1,2024-09-22 00:00:00
605,EXC004,OP008,grade,52.7,79.5,rainy,clay,mid,2.7,2.5,1,2024-08-01 00:00:00
606,EXC001,OP008,grade,49.8,54.5,cloudy,sand,mid,14.3,12.0,1,2024-08-23 00:00:00
607,EXC001,OP009,compact,51.3,89.0,rainy,rock,junior,8.1,2.4,1,2024-01-30 00:00:00
608,EXC001,OP009,trench,62.3,70.9,sunny,sand,junior,0.6,24.8,1,2024-06-27 00:00:00
609,EXC003,OP006,load,27.6,37.8,cloudy,clay,mid,11.8,2.2,1,2024-10-14 00:00:00
610,EXC005,OP010,grade,44.6,72.3,rainy,loam,junior,6.1,8.7,0,2024-12-12 00:00:00
611,EXC005,OP001,load,38.6,66.9,sunny,rock,junior,4.2,16.8,1,2024-03-13 00:00:00
612,EXC005,OP010,compact,41.4,68.5,rainy,rock,mid,2.1,4.0,1,2024-09-26 00:00:00
613,EXC001,OP004,trench,82.0,108.0,windy,loam,junior,12.1,11.2,1,2024-03-05 00:00:00
614,EXC003,OP007,compact,35.2,47.6,windy,sand,mid,10.5,8.6,1,2024-07-05 00:00:00
615,EXC002,OP002,load,33.1,40.1,windy,sand,mid,11.7,1.6,1,2024-02-11 00:00:00
616,EXC003,OP007,load,37.0,48.0,windy,loam,junior,1.0,12.9,1,2024-05-05 00:00:00
617,EXC005,OP010,compact,45.8,65.1,windy,clay,mid,1.7,6.4,1,2024-08-13 00:00:00
618,EXC004,OP006,trench,70.9,87.3,windy,loam,junior,3.8,20.1,1,2024-10-21 00:00:00
619,EXC001,OP003,grade,41.5,68.5,rainy,loam,junior,5.0,6.5,1,2024-07-19 00:00:00
620,EXC005,OP008,trench,72.7,68.9,cloudy,loam,senior,14.3,19.3,0,2024-08-11 00:00:00
621,EXC005,OP009,trench,68.0,100.6,windy,rock,senior,11.1,2.3,1,2024-02-10 00:00:00
622,EXC004,OP005,trench,57.0,66.6,cloudy,clay,mid,4.5,8.2,1,2024-07-26 00:00:00
623,EXC002,OP004,trench,63.3,76.0,rainy,loam,senior,3.1,14.1,1,2024-12-25 00:00:00
624,EXC001,OP010,compact,38.9,51.2,sunny,sand,junior,1.9,17.3,1,2024-04-05 00:00:00
625,EXC005,OP003,compact,47.7,61.3,sunny,rock,senior,8.2,10.9,1,2024-02-04 00:00:00
626,EXC004,OP004,compact,44.6,40.3,cloudy,loam,senior,3.8,18.4,1,2024-11-03 00:00:00
627,EXC003,OP005,load,27.2,52.2,sunny,rock,junior,6.5,6.7,1,2024-05-03 00:00:00
628,EXC002,OP010,dig,59.8,60.0,sunny,sand,senior,11.3,2.0,1,2024-12-29 00:00:00
629,EXC002,OP007,load,32.7,66.1,rainy,rock,senior,5.2,12.1,0,2024-10-11 00:00:00
630,EXC002,OP005,dig,53.7,51.5,sunny,sand,senior,12.7,23.0,1,2024-07-11 00:00:00
631,EXC002,OP007,grade,38.2,58.9,rainy,clay,junior,5.6,5.7,1,2024-07-08 00:00:00
632,EXC003,OP006,compact,39.0,70.3,cloudy,rock,junior,12.3,18.3,1,2024-10-20 00:00:00
633,EXC002,OP003,load,29.6,23.1,sunny,sand,senior,7.0,5.3,1,2024-12-18 00:00:00
634,EXC001,OP008,grade,44.3,60.4,cloudy,clay,mid,13.2,22.2,1,2024-05-07 00:00:00
635,EXC004,OP010,dig,54.4,54.4,cloudy,clay,senior,0.3,17.3,1,2024-01-27 00:00:00
636,EXC003,OP002,trench,66.4,61.1,sunny,sand,mid,9.7,19.6,1,2024-02-07 00:00:00
637,EXC001,OP005,grade,45.6,70.9,sunny,rock,junior,6.5,2.7,1,2024-06-07 00:00:00
638,EXC004,OP002,load,27.4,38.3,sunny,sand,junior,1.3,18.5,1,2024-09-26 00:00:00
639,EXC001,OP001,load,30.6,28.1,sunny,sand,mid,9.6,18.8,1,2024-08-03 00:00:00
640,EXC004,OP007,trench,70.6,62.6,cloudy,sand,senior,6.8,8.2,1,2024-09-16 00:00:00
641,EXC001,OP004,compact,40.8,69.5,windy,clay,junior,10.7,23.5,1,2024-06-30 00:00:00
642,EXC004,OP010,grade,47.4,59.3,windy,rock,senior,9.9,14.4,1,2024-11-08 00:00:00
643,EXC003,OP003,load,30.1,31.9,windy,sand,mid,2.3,15.0,1,2024-12-09 00:00:00
644,EXC003,OP004,load,26.0,58.5,windy,rock,mid,14.4,6.0,1,2024-02-18 00:00:00
645,EXC001,OP001,dig,42.5,31.7,sunny,loam,senior,6.4,16.9,1,2024-10-26 00:00:00
646,EXC004,OP005,load,25.4,40.7,windy,clay,mid,6.8,1.9,1,2024-10-31 00:00:00
647,EXC004,OP002,trench,56.8,62.0,sunny,loam,junior,9.7,22.9,1,2024-07-24 00:00:00
648,EXC005,OP009,compact,41.5,65.9,cloudy,rock,mid,4.7,13.5,1,2024-02-17 00:00:00
649,EXC001,OP005,trench,79.0,90.2,windy,rock,senior,4.9,9.1,1,2024-04-26 00:00:00
650,EXC003,OP006,trench,71.3,86.9,sunny,clay,junior,9.4,17.1,1,2024-05-20 00:00:00
651,EXC001,OP010,dig,56.5,57.8,cloudy,sand,mid,1.7,15.3,0,2024-11-06 00:00:00
652,EXC003,OP001,load,36.0,34.9,cloudy,loam,mid,4.7,17.9,1,2024-01-21 00:00:00
653,EXC002,OP004,dig,58.4,70.4,windy,loam,mid,13.4,23.2,1,2024-10-26 00:00:00
654,EXC003,OP002,grade,50.3,75.4,rainy,sand,junior,5.6,24.9,1,2024-11-08 00:00:00
655,EXC001,OP008,trench,72.0,91.9,cloudy,rock,mid,11.7,14.8,1,2024-12-30 00:00:00
656,EXC001,OP010,dig,56.7,63.3,cloudy,sand,junior,9.1,5.7,1,2024-02-24 00:00:00
657,EXC003,OP008,grade,46.4,48.5,cloudy,clay,senior,0.8,17.1,1,2024-01-31 00:00:00
658,EXC001,OP010,trench,70.4,74.6,windy,sand,junior,8.3,4.8,1,2024-11-07 00:00:00
659,EXC001,OP009,trench,69.4,73.8,windy,sand,mid,8.4,16.0,1,2024-07-25 00:00:00
660,EXC005,OP009,dig,46.4,63.1,rainy,loam,senior,6.0,18.0,1,2024-02-20 00:00:00
661,EXC002,OP010,load,30.3,27.0,sunny,loam,mid,9.7,17.6,0,2024-07-20 00:00:00
662,EXC002,OP005,grade,42.8,41.2,cloudy,sand,mid,2.1,14.1,1,2024-11-19 00:00:00
663,EXC005,OP004,dig,64.7,76.9,windy,sand,mid,1.5,7.4,1,2024-09-09 00:00:00
664,EXC004,OP004,trench,75.2,80.8,sunny,rock,senior,4.4,1.8,1,2024-03-21 00:00:00
665,EXC004,OP009,dig,53.2,69.6,sunny,rock,senior,8.2,24.9,1,2024-02-24 00:00:00
666,EXC004,OP008,trench,67.1,82.4,cloudy,loam,junior,10.1,10.5,1,2024-11-29 00:00:00
667,EXC002,OP007,compact,36.3,54.2,windy,loam,junior,9.3,5.7,1,2024-04-24 00:00:00
668,EXC002,OP005,load,39.9,68.9,rainy,rock,mid,1.9,20.0,1,2024-11-06 00:00:00
669,EXC003,OP005,load,32.5,31.3,windy,loam,mid,1.5,21.5,0,2024-02-16 00:00:00
670,EXC003,OP010,dig,52.7,71.6,cloudy,clay,junior,8.4,17.9,1,2024-06-19 00:00:00
671,EXC003,OP002,grade,48.1,79.5,rainy,loam,junior,14.8,7.3,1,2024-07-08 00:00:00
672,EXC002,OP010,compact,34.9,65.9,cloudy,rock,junior,2.9,19.2,1,2024-04-26 00:00:00
673,EXC004,OP009,trench,65.5,54.6,cloudy,loam,senior,8.9,3.7,1,2024-10-22 00:00:00
674,EXC003,OP001,load,27.0,41.6,windy,loam,junior,3.9,17.2,1,2024-04-12 00:00:00
675,EXC004,OP008,load,34.3,55.8,windy,clay,junior,9.8,15.8,1,2024-08-05 00:00:00
676,EXC005,OP006,load,26.4,43.7,cloudy,rock,senior,13.8,10.9,1,2024-09-27 00:00:00
677,EXC002,OP001,dig,52.5,78.6,windy,clay,junior,13.1,7.3,1,2024-05-21 00:00:00
678,EXC001,OP010,compact,34.7,31.9,cloudy,loam,mid,1.4,15.6,0,2024-04-13 00:00:00
679,EXC001,OP005,grade,34.5,46.7,sunny,loam,junior,8.5,3.1,1,2024-09-16 00:00:00
680,EXC001,OP004,trench,66.0,99.8,rainy,rock,junior,2.5,24.8,1,2024-11-06 00:00:00
681,EXC005,OP007,grade,49.5,80.0,rainy,rock,mid,10.9,8.9,1,2024-06-15 00:00:00
682,EXC005,OP007,trench,73.4,85.0,windy,loam,junior,9.5,14.4,1,2024-10-21 00:00:00
683,EXC001,OP003,dig,49.1,53.6,windy,sand,senior,10.8,21.4,1,2024-03-27 00:00:00
684,EXC004,OP010,trench,68.4,85.1,cloudy,clay,mid,15.0,17.4,1,2024-08-23 00:00:00
685,EXC005,OP003,grade,43.7,52.6,sunny,clay,mid,7.8,1.7,1,2024-04-14 00:00:00
686,EXC005,OP001,dig,62.7,64.5,windy,sand,mid,4.9,24.8,1,2024-08-03 00:00:00
687,EXC005,OP005,load,29.6,39.7,sunny,sand,mid,12.6,8.8,1,2024-05-02 00:00:00
688,EXC003,OP001,trench,65.5,83.8,rainy,loam,mid,14.9,2.9,1,2024-12-14 00:00:00
689,EXC004,OP010,trench,67.4,68.3,cloudy,sand,senior,13.0,20.2,1,2024-10-17 00:00:00
690,EXC003,OP006,trench,58.8,81.3,cloudy,clay,junior,7.1,22.8,1,2024-05-12 00:00:00
691,EXC003,OP001,trench,75.7,86.3,cloudy,sand,junior,7.5,2.2,1,2024-10-06 00:00:00
692,EXC002,OP003,grade,49.5,74.6,cloudy,rock,mid,12.5,4.1,1,2024-10-09 00:00:00
693,EXC003,OP006,trench,68.9,62.5,cloudy,sand,senior,11.8,2.1,1,2024-01-19 00:00:00
694,EXC001,OP006,dig,52.4,59.6,cloudy,rock,senior,7.7,10.1,1,2024-08-20 00:00:00
695,EXC003,OP006,load,34.0,50.5,windy,loam,junior,3.0,18.9,1,2024-12-20 00:00:00
696,EXC005,OP008,load,24.7,41.3,cloudy,clay,mid,5.9,22.1,1,2024-02-29 00:00:00
697,EXC004,OP008,grade,45.6,65.8,windy,rock,mid,8.1,3.0,1,2024-08-11 00:00:00
698,EXC002,OP008,trench,64.4,71.9,cloudy,loam,junior,2.2,15.4,1,2024-11-16 00:00:00
699,EXC005,OP009,trench,68.7,97.2,rainy,sand,junior,2.8,21.3,1,2024-06-12 00:00:00
700,EXC004,OP004,grade,48.5,69.5,rainy,loam,junior,8.6,4.5,1,2024-04-12 00:00:00
701,EXC002,OP010,dig,49.9,51.5,windy,sand,senior,8.1,2.4,1,2024-10-31 00:00:00
702,EXC004,OP002,compact,46.4,53.9,windy,loam,mid,3.9,10.7,1,2024-04-19 00:00:00
703,EXC003,OP002,dig,56.3,83.2,rainy,loam,junior,10.4,12.7,1,2024-05-19 00:00:00
704,EXC005,OP005,grade,49.4,64.0,sunny,clay,mid,2.3,7.9,1,2024-03-20 00:00:00
705,EXC004,OP009,dig,54.4,58.0,rainy,loam,senior,4.3,24.8,1,2024-11-11 00:00:00
706,EXC001,OP007,trench,60.7,96.0,rainy,sand,junior,12.0,8.6,1,2024-03-29 00:00:00
707,EXC003,OP008,grade,48.3,66.3,windy,rock,senior,4.4,23.0,1,2024-12-22 00:00:00
708,EXC001,OP003,grade,49.2,93.9,windy,rock,junior,10.8,2.5,1,2024-05-25 00:00:00
709,EXC003,OP004,compact,38.7,53.9,windy,rock,mid,7.7,20.4,1,2024-09-21 00:00:00
710,EXC002,OP005,load,35.7,39.5,cloudy,loam,mid,0.3,1.0,0,2024-12-06 00:00:00
711,EXC002,OP004,dig,54.2,76.0,windy,clay,mid,11.7,10.3,1,2024-04-11 00:00:00
712,EXC004,OP006,grade,41.7,66.1,rainy,rock,senior,7.6,22.4,1,2024-08-09 00:00:00
713,EXC005,OP005,trench,73.1,86.4,rainy,clay,senior,3.2,12.7,1,2024-08-17 00:00:00
714,EXC003,OP007,dig,64.6,87.7,rainy,clay,senior,10.9,23.5,1,2024-03-16 00:00:00
715,EXC003,OP006,grade,48.7,64.9,cloudy,clay,mid,12.8,17.7,0,2024-11-23 00:00:00
716,EXC004,OP005,load,23.3,27.6,sunny,loam,junior,2.2,17.6,1,2024-03-11 00:00:00
717,EXC004,OP005,grade,47.4,66.4,windy,clay,mid,14.3,19.4,1,2024-11-16 00:00:00
718,EXC003,OP003,grade,46.5,67.0,windy,rock,senior,1.8,15.7,1,2024-06-03 00:00:00
719,EXC001,OP008,trench,72.1,76.1,sunny,clay,senior,1.1,22.1,1,2024-08-02 00:00:00
720,EXC005,OP010,dig,58.9,57.0,sunny,loam,senior,7.2,11.7,1,2024-12-07 00:00:00
721,EXC003,OP006,dig,54.4,70.4,rainy,sand,mid,6.5,23.7,1,2024-04-12 00:00:00
722,EXC004,OP001,compact,46.6,56.8,sunny,clay,mid,14.8,8.1,1,2024-11-27 00:00:00
723,EXC003,OP007,compact,43.3,34.3,sunny,loam,senior,2.5,5.3,1,2024-07-01 00:00:00
724,EXC002,OP005,grade,34.6,79.8,sunny,rock,junior,13.3,1.5,1,2024-03-25 00:00:00
725,EXC002,OP007,trench,64.5,71.0,sunny,rock,senior,2.6,13.7,1,2024-12-12 00:00:00
726,EXC004,OP003,compact,33.8,49.3,sunny,clay,junior,8.2,18.2,1,2024-05-29 00:00:00
727,EXC001,OP002,dig,54.8,61.9,sunny,loam,mid,11.9,18.3,1,2024-09-27 00:00:00
728,EXC005,OP002,load,30.9,22.9,sunny,clay,senior,6.2,2.9,1,2024-01-26 00:00:00
729,EXC003,OP003,trench,76.4,80.2,windy,sand,mid,8.7,22.8,1,2024-02-27 00:00:00
730,EXC001,OP007,trench,59.7,63.0,windy,clay,senior,0.0,8.3,1,2024-03-22 00:00:00
731,EXC005,OP005,load,40.9,32.3,sunny,sand,senior,1.5,1.9,1,2024-02-13 00:00:00
732,EXC001,OP010,trench,61.1,63.0,cloudy,sand,senior,11.3,23.7,0,2024-07-24 00:00:00
733,EXC004,OP006,load,29.3,55.7,rainy,clay,junior,6.3,2.7,1,2024-08-10 00:00:00
734,EXC005,OP001,compact,39.8,48.3,windy,clay,senior,11.3,1.7,1,2024-05-11 00:00:00
735,EXC004,OP002,dig,38.0,69.1,rainy,sand,junior,8.3,3.0,1,2024-03-14 00:00:00
736,EXC003,OP003,compact,36.2,52.7,windy,loam,junior,7.0,17.4,1,2024-02-05 00:00:00
737,EXC002,OP008,dig,60.9,84.7,windy,rock,mid,2.7,10.7,1,2024-09-17 00:00:00
738,EXC004,OP003,compact,42.5,80.9,windy,rock,junior,13.5,16.3,1,2024-08-29 00:00:00
739,EXC003,OP009,load,29.3,52.2,windy,clay,mid,14.1,12.8,1,2024-06-08 00:00:00
740,EXC001,OP004,trench,68.8,86.7,windy,loam,junior,10.6,15.0,1,2024-12-26 00:00:00
741,EXC003,OP002,dig,51.1,70.5,cloudy,rock,mid,7.2,15.7,1,2024-03-07 00:00:00
742,EXC005,OP005,load,36.4,63.7,rainy,clay,senior,11.9,19.9,1,2024-10-24 00:00:00
743,EXC001,OP002,compact,36.3,31.7,cloudy,sand,senior,7.5,21.8,1,2024-11-07 00:00:00
744,EXC004,OP008,dig,58.7,54.6,cloudy,loam,senior,15.0,3.2,1,2024-12-14 00:00:00
745,EXC003,OP001,dig,53.2,89.3,rainy,clay,junior,8.9,24.1,1,2024-07-11 00:00:00
746,EXC002,OP010,grade,47.3,56.6,sunny,loam,mid,13.4,19.4,1,2024-09-30 00:00:00
747,EXC004,OP003,trench,78.4,92.1,rainy,sand,senior,3.8,12.0,1,2024-03-07 00:00:00
748,EXC004,OP001,grade,46.7,63.0,windy,loam,mid,14.9,22.2,1,2024-08-12 00:00:00
749,EXC004,OP005,load,30.3,48.1,windy,rock,senior,9.9,22.4,0,2024-09-03 00:00:00
750,EXC003,OP010,compact,37.6,58.3,windy,clay,junior,7.7,12.6,1,2024-05-11 00:00:00
751,EXC002,OP009,compact,43.7,45.0,cloudy,loam,mid,9.4,3.7,0,2024-05-19 00:00:00
752,EXC002,OP003,grade,47.3,65.0,windy,clay,junior,1.2,24.1,1,2024-01-09 00:00:00
753,EXC001,OP007,grade,52.2,65.8,windy,loam,junior,1.7,2.0,1,2024-12-28 00:00:00
754,EXC004,OP006,load,25.0,29.2,rainy,loam,senior,4.2,1.6,1,2024-03-26 00:00:00
755,EXC001,OP001,load,35.3,74.2,rainy,rock,mid,1.4,11.5,1,2024-04-25 00:00:00
756,EXC001,OP005,dig,53.9,87.2,windy,rock,mid,10.1,3.2,1,2024-02-16 00:00:00
757,EXC004,OP007,trench,70.9,75.8,sunny,clay,senior,3.9,15.9,1,2024-12-16 00:00:00
758,EXC004,OP007,grade,45.9,55.2,sunny,clay,senior,2.6,9.9,1,2024-10-20 00:00:00
759,EXC003,OP007,dig,52.5,46.6,sunny,loam,senior,0.1,9.0,1,2024-02-20 00:00:00
760,EXC005,OP009,compact,36.9,49.6,sunny,sand,junior,11.6,16.9,1,2024-05-14 00:00:00
761,EXC003,OP006,trench,68.0,76.4,windy,sand,senior,10.3,3.0,1,2024-11-08 00:00:00
